"","Total.x","Percentage.x","Q1_KEY_B","Q2_KEY_D","Q3_KEY_B.x","Question.4..","researchID","Total.y","Percentage.y","Q1_KEY_C","Q2_KEY_B.x","Q2.2_KEY_B","Q4_KEY_B","Q4.2_KEY_B","Q4.3_KEY_B","Q8_NOKEY","Q9_NOKEY","Q10_NOKEY","Q13_KEY_E","Q14_NOKEY","Q15_NOKEY","Q15.2_NOKEY","Q18_KEY_A","Q19_KEY_A","Q19_KEY_B","Total.x.x","Percentage.x.x","Q1_KEY_A","Q2_KEY_B.y","Q3_KEY_B.y","Q3.2_KEY_B","Q5_KEY_A","Q5.2_KEY_A","Q7_KEY_A","Q8_KEY_A","Q9_KEY_B","Q10_KEY_A","Q10.3_KEY_A","Q13_KEY_B","Q13.2_KEY_B","Q1.2_KEY_A","Q17_KEY_D","Q17.2_KEY_D","Total.y.y","Percentage.y.y","Q3_KeyA","Q4_nokey","Q5_KEYD","Q6_KeyB","Q7_KeyB","Q8_nokey","Q9_nokey","Q10_nokey","Q11_KeyA","Q1_KEYB","Q2_KEYA","Q4_KEYB","Q5_KEYB","Question.6..","Q8_KEYB","Q9_KEYA","Q10_KEYB","Q11_KEYC","Q12_KEYA","Q13_KEYB","Q13.B_KEYB","Q15_KEYC","Q16_KEYA","Total.x.x.x","Percentage.x.x.x","Q1.KEYC","Q2.KeyA","Q2.2.KeyA","Q4.KeyA","Q9.KeyE","Q15.KeyD","Total.y.y.y","Percentage.y.y.y","Q3KeyA","Q5KeyA","Q5.1KeyA","Q7KeyB","Q9KeyD","Q9.1KeyD","Q11KekyA","Q12KeyA","Q13KeyC","Q13.1KeyC","Total.x.x.x.x","Percentage.x.x.x.x","QuestioQ1KeyCn.1..","Q1.2KeyC","Q3KeyC","Q4KeyC.x","Q5KeyC.x","Total.y.y.y.y","Percentage.y.y.y.y","Q1KeyA","Q2KeyB","Q2.1KeyB","Q4KeyB","Q6KeyB","Q6.2KeyB","Q6.3KeyB","Question.9..","Q10KeyA","Q10.2KeyA","Q13KyA","Total","Percentage","Q1KeyC","Q2KeyE","Q2.1KeyE","Q4KeyC.y","Q5KeyC.y","Q6KeyA","count_matrix"
"59"," 2","100%","B","D","B","NV","tl104"," 2","100%","C","C","C","C","A","A","B","C","NV","B","C","A","B","A","A","B"," 2","100%","A","B","D","B","A","NV","A","A","B","C","B","B","B","B","A","D"," 2","100%","B","D","C","B","B","C","B","D","B","A","A","D","A","NV","B","B","B","C","A","A","A","NV","C"," 2","100%","C","B","A","A","B","D"," 2","100%","A","B","A","B","D","D","C","A","B","B"," 2","100%","C","A","B","C","C"," 2","100%","B","B","B","A","B","B","B","NV","B","B","A"," 2","100%","C","E","E","B","A","A",53
"60",NA,NA,NA,NA,NA,NA,"tn137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","NV","D","B","B","C"," 2","100%","C","B","A","A","A","B","D","NV","B","A","A"," 2","100%","C","NV","NV","NV","C","B",6
"61"," 2","100%","C","D","B","NV","vk37"," 2","100%","C","C","C","C","A","B","A","B","C","E","C","B","B","A","A","A"," 2","100%","B","B","B","B","A","NV","A","A","B","A","C","D","D","A","D","D"," 2","100%","B","D","D","B","B","B","B","C","A","B","A","B","A","NV","B","A","B","C","A","B","B","A","A"," 2","100%","C","B","B","A","C","D"," 2","100%","A","C","C","B","B","D","A","B","B","C"," 2","100%","B","C","C","C","A"," 2","100%","A","B","B","B","D","D","D","NV","B","B","D"," 2","100%","C","D","E","C","C","A",31
"62"," 2","100%","B","D","B","NV","wh38"," 2","100%","C","C","NV","B","B","NV","A","B","C","E","C","A","NV","A","A","B"," 2","100%","A","B","A","B","A","NV","A","A","B","A","A","B","B","A","D","D"," 2","100%","A","D","D","B","B","C","B","D","NV","B","A","B","A","NV","A","A","B","C","A","B","B","C","C"," 2","100%","A","B","A","A","A","D"," 2","100%","A","A","A","B","D","D","A","A","NV","C"," 2","100%","C","C","C","C","C"," 2","100%","A","A","B","B","B","B","B","NV","A","A","A"," 2","100%","B","D","D","A","NV","NV",2
"63"," 0","0%","NV","NV","NV","NV","wz10"," 2","100%","C","C","B","B","B","B","B","C","A","E","C","A","B","A","A","NV"," 2","100%","B","B","B","B","B","NV","B","A","B","A","A","B","B","A","A","A"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","C","A","B","B","NV","B","A","A","C","A","A","B","NV","A"," 2","100%","A","B","B","A","B","B"," 2","100%","A","C","A","B","D","D","A","A","C","B"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","A","A","A","B","D","D","D","NV","B","B","A"," 2","100%","B","C","C","A","B","A",14
"64"," 0","0%","NV","NV","NV","NV","xu128"," 2","100%","C","B","C","A","C","B","C","A","B","C","C","A","A","A","A","B"," 2","100%","A","B","B","B","A","NV","A","A","B","B","A","B","B","NV","D","D"," 2","100%","A","D","D","B","A","B","B","D","A","B","A","E","A","NV","A","A","B","C","A","A","B","C","C"," 2","100%","C","A","A","A","B","B"," 2","100%","B","C","C","C","B","D","A","A","B","B"," 2","100%","D","D","C","C","C"," 2","100%","C","B","B","B","D","B","B","NV","B","B","B"," 2","100%","A","C","A","B","A","A",75
"65"," 2","100%","B","D","NV","NV","ya79"," 2","100%","C","C","C","B","B","B","A","B","B","E","B","B","B","A","A","B"," 2","100%","A","B","B","B","A","NV","A","A","B","A","A","B","B","A","A","D"," 2","100%","A","D","D","B","C","B","C","D","A","B","A","B","B","NV","B","A","B","C","A","B","B","C","C"," 2","100%","C","B","B","A","C","D"," 2","100%","A","A","A","B","D","D","C","A","C","C"," 2","100%","C","C","C","A","C"," 2","100%","A","A","B","B","B","B","D","NV","B","B","A"," 2","100%","C","E","E","C","C","A",42
"66"," 2","100%","B","NV","B","NV","ya8"," 2","100%","C","C","C","B","A","B","B","C","A","E","C","B","B","A","A","B"," 2","100%","A","B","B","B","NV","NV","NV","A","B","D","NV","C","B","A","A","D"," 2","100%","A","D","D","B","A","B","B","D","A","B","A","B","B","NV","B","A","B","C","B","B","B","C","C"," 2","100%","A","B","A","A","E","NV"," 2","100%","A","A","A","B","D","NV","NV","A","C","C"," 2","100%","C","C","C","C","C"," 2","100%","A","B","B","B","D","B","B","NV","B","B","A"," 2","100%","C","D","E","C","C","A",2
"67"," 2","100%","B","D","B","NV","yb118"," 2","100%","C","B","C","B","B","B","A","B","C","E","C","B","B","A","A","B"," 2","100%","A","B","B","B","A","NV","A","A","A","D","D","B","B","A","D","D"," 2","100%","A","D","D","B","C","C","C","D","A","B","A","B","B","NV","B","A","B","C","A","B","B","C","C"," 2","100%","C","A","A","A","C","D"," 2","100%","A","C","A","C","NV","D","A","A","B","C"," 2","100%","D","D","C","C","C"," 2","100%","A","B","B","B","D","D","B","NV","B","A","A"," 2","100%","C","NV","E","C","C","C",53
"68"," 2","100%","C","D","C","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","A","A","B","A","NV","A","A","B","C","B","A","A","C","A"," 2","100%","C","B","A","A","A","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"69"," 2","100%","C","D","C","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","A","A","B","A","NV","A","A","B","C","B","A","A","C","A"," 2","100%","C","B","B","A","D","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"70"," 2","100%","C","D","C","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","B","A","B","B","NV","B","A","B","C","B","B","B","A","A"," 2","100%","C","B","A","A","A","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"71"," 2","100%","C","D","C","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","B","A","B","B","NV","B","A","B","C","B","B","B","A","A"," 2","100%","C","B","B","A","D","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"72"," 2","100%","B","D","B","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","A","A","B","A","NV","A","A","B","C","B","A","A","C","A"," 2","100%","C","B","A","A","A","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"73"," 2","100%","B","D","B","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","A","A","B","A","NV","A","A","B","C","B","A","A","C","A"," 2","100%","C","B","B","A","D","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"74"," 2","100%","B","D","B","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","B","A","B","B","NV","B","A","B","C","B","B","B","A","A"," 2","100%","C","B","A","A","A","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"75"," 2","100%","B","D","B","NV","yb87"," 2","100%","C","B","B","C","A","B","C","B","B","E","C","B","B","A","A","B"," 2","100%","A","B","C","C","A","NV","A","A","B","D","C","B","B","A","A","D"," 2","100%","A","D","D","B","B","A","B","D","C","B","A","B","B","NV","B","A","B","C","B","B","B","A","A"," 2","100%","C","B","B","A","D","D"," 2","100%","A","A","A","B","D","D","A","A","D","B"," 2","100%","A","B","B","C","C"," 2","100%","A","B","B","B","D","D","D","NV","A","B","A"," 0","0%","NV","NV","NV","NV","NV","NV",1
"76"," 0","0%","NV","NV","NV","NV","yd105"," 2","100%","C","B","C","B","B","B","C","B","C","E","C","B","B","A","A","B"," 2","100%","A","B","B","B","B","NV","A","A","B","D","D","B","B","A","A","D"," 2","100%","A","D","D","NV","B","C","B","B","A","B","A","B","B","NV","NV","B","A","C","A","A","B","B","A"," 2","100%","C","A","A","A","B","D"," 2","100%","A","D","NV","B","D","D","A","A","B","B"," 2","100%","C","C","C","A","C"," 2","100%","A","A","A","A","D","NV","D","NV","B","NV","NV"," 2","100%","NV","NV","E","A","A","B",6
"77",NA,NA,NA,NA,NA,NA,"yi5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2","100%","A","A","B","C","B","NV","A","A","B","C","C","B","B","B","C","A"," 2","100%","A","B","NV","B","B","B","B","B","B","A","A","D","A","NV","B","A","B","C","B","A","A","B","A"," 2","100%","A","A","B","C","E","C"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","B","C","C","C","C"," 2","100%","C","B","B","A","B","B","D","NV","B","B","B"," 2","100%","C","C","C","B","B","C",5
"78"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"79"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"80"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"81"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"82"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"83"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"84"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"85"," 2","100%","C","NV","NV","NV","za95"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","B","B","A","NV","A","A","A","B","NV","A","D","A","C","NV"," 2","100%","A","D","D","B","B","C","B","D","B","B","A","C","B","NV","NV","A","A","B","A","B","B","D","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 2","100%","B","B","B","C","A","A","A","B","A","A"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","B","B","B","B","C","C","B","NV","A","A","B"," 0","0%","NV","NV","NV","NV","NV","NV",35
"86"," 2","100%","C","D","B","NV","zf127"," 2","100%","C","B","C","B","A","A","B","B","C","E","D","B","B","C","NV","B"," 2","100%","B","B","C","A","B","NV","A","A","B","A","NV","C","B","B","A","A"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","B","B","B","A","NV","A","A","B","C","B","NV","B","NV","A"," 2","100%","NV","B","B","C","C","C"," 2","100%","A","A","A","B","B","D","A","A","B","NV"," 0","0%","NV","NV","NV","NV","NV"," 2","100%","A","A","NV","A","C","D","B","NV","NV","B","B"," 2","100%","B","NV","E","B","A","C",18
"87"," 2","100%","B","D","B","NV","zu23"," 2","100%","C","C","C","B","C","B","C","B","C","A","C","B","B","A","A","B"," 2","100%","A","NV","B","B","B","NV","A","A","B","A","A","B","B","A","C","A"," 2","100%","A","D","A","B","B","D","C","D","B","B","A","C","B","NV","B","A","A","C","A","A","A","C","C"," 2","100%","B","A","A","A","C","D"," 2","100%","A","C","C","A","B","D","A","B","B","B"," 2","100%","D","D","C","C","C"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 2","100%","A","C","E","B","C","A",6
"88"," 0","0%","NV","NV","NV","NV","zz133"," 2","100%","C","NV","C","NV","NV","NV","NV","NV","NV","E","NV","NV","NV","NV","NV","NV"," 2","100%","A","B","A","C","A","NV","A","A","B","D","D","NV","NV","C","E","E"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 0","0%","NV","NV","NV","NV","NV","NV"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 0","0%","NV","NV","NV","NV","NV"," 0","0%","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV","NV"," 0","0%","NV","NV","NV","NV","NV","NV",77
